StudentID,State,Gender,BirthYear,Hispanic,AmericanIndian,Asian,Black,NativeHawaiian,White,HsDip,HSDipYr,HSGPAUnwtd,Enrollmentstatus,NumColCredAttemptTransfer,NumColCredAcceptTransfer,HighDeg,MathPlacement,EngPlacement,GatewayMathStatus,GatewayEnglishStatus
305459,NJ,1,1981,1,0,0,0,0,0,0,-1,-1,1,-2,-2,0,-1,-1,0,0
303053,NJ,1,1984,1,0,0,0,0,0,0,-1,-1,2,75,70,2,0,0,0,0
302328,NJ,1,1986,0,0,0,0,0,1,0,-1,-1,2,0,0,2,0,0,0,0
301676,NJ,1,1993,1,0,0,0,0,0,0,2010,2.2,1,-2,-2,0,1,1,0,0
300895,NJ,2,1993,1,0,0,0,0,0,0,2011,3.38,1,-2,-2,0,1,1,0,0
297560,NJ,1,1982,0,0,0,0,0,1,0,-1,-1,2,97,66,2,0,0,0,0
299456,NJ,2,1993,1,0,0,0,0,0,0,2011,3.1,1,-2,-2,0,1,1,0,0
303183,NJ,1,1993,1,0,0,0,0,0,0,2010,3.66,1,-2,-2,0,0,1,1,0
298767,NJ,2,1993,0,0,0,1,0,0,0,-1,2.5,1,-2,-2,0,1,1,0,0
297755,NJ,1,1993,1,0,0,0,0,0,0,2011,2.6,1,-2,-2,0,0,1,1,0
297083,NJ,2,1993,0,0,0,1,0,0,0,2011,2.45,1,-2,-2,0,1,1,0,0
303435,NJ,2,1989,0,0,0,0,0,1,0,-1,-1,2,61,66,0,0,0,0,0
305281,NJ,1,1979,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0
299668,NJ,2,1990,0,0,0,1,0,0,0,-1,-1,2,26,26,0,0,0,0,0
301313,NJ,2,1972,1,0,0,0,0,0,0,-1,-1,2,64,64,2,0,0,0,0
303775,NJ,2,1980,0,0,0,1,0,0,0,-1,-1,2,69,59,2,0,0,0,0
300221,NJ,1,1993,1,0,0,0,0,0,0,2011,2.76,1,-2,-2,0,0,1,1,0
304227,NJ,2,1989,0,0,0,1,0,0,0,-1,-1,2,61,48,0,0,0,0,0
301813,NJ,1,1983,0,0,0,0,0,1,0,-1,-1,2,0,0,0,0,0,0,0
301624,NY,2,1985,0,0,0,0,0,1,0,-1,-1,2,65,65,2,0,0,0,0
299713,NJ,1,1989,0,0,0,0,0,1,0,-1,-1,2,0,0,2,0,0,0,0
293485,NJ,2,1966,1,0,0,0,0,0,0,-1,-1,2,80,66,2,0,0,0,0
298859,NJ,2,1993,0,0,0,1,0,0,0,2011,-1,1,-2,-2,0,1,1,0,0
299006,NJ,2,1993,0,0,0,1,0,0,0,2011,-1,1,-2,-2,0,1,1,0,0
301422,NJ,1,1985,1,0,0,0,0,0,0,-1,-1,2,78,56,0,1,1,0,0
300292,NJ,2,1993,1,0,0,0,0,0,0,2010,2.8,1,-2,-2,0,0,1,1,0
299959,NJ,2,1993,1,0,0,0,0,0,0,2011,2.8,1,-2,-2,0,1,1,0,0
300608,NJ,1,1993,1,0,0,0,0,0,0,2011,2.4,1,-2,-2,0,0,1,1,0
304552,NJ,2,1968,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,117,96,2,0,0,0,0
300586,NJ,2,1985,0,0,0,0,0,1,0,-1,-1,2,0,0,0,0,0,0,0
303907,NJ,2,1988,0,0,0,0,0,1,0,-1,-1,2,67,63,2,0,0,0,0
299408,NJ,2,1991,0,0,0,1,0,0,0,2011,3.3,1,-2,-2,2,0,1,1,0
268673,NJ,1,1989,0,0,0,1,0,0,0,-1,-1,2,0,0,2,0,0,0,0
301562,NJ,1,1993,0,0,0,1,0,0,0,2010,3.22,1,-2,-2,0,1,1,0,0
277866,NJ,2,1960,0,0,0,0,0,1,0,-1,-1,1,-2,-2,0,-1,-1,0,0
303428,NJ,1,1989,0,0,0,0,0,1,0,-1,-1,2,69,70,2,0,0,0,0
304525,NJ,2,1984,0,0,0,0,0,1,0,-1,-1,2,102,59,0,0,0,0,0
302917,NJ,2,1992,0,0,0,1,0,0,0,-1,2.58,1,-2,-2,0,1,1,0,1
304854,NJ,1,1987,0,0,0,1,0,0,0,-1,-1,1,-2,-2,0,-1,-1,0,0
303599,NJ,2,1979,0,0,0,0,0,1,0,-1,-1,2,52,52,0,0,0,0,0
264697,NJ,1,1989,0,0,1,0,0,0,0,2008,-1,2,68,66,0,0,0,0,0
303565,NJ,2,1989,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0
304246,NJ,2,1987,1,0,0,0,0,0,0,-1,-1,2,69.5,57,0,0,0,0,0
304279,NJ,1,1990,0,0,0,0,0,1,0,-1,-1,2,64,64,2,0,0,0,0
303589,NJ,2,1986,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,104,76,2,0,0,0,0
299396,NJ,2,1993,1,0,0,0,0,0,0,2010,-1,1,-2,-2,0,1,1,0,0
299020,NJ,1,1993,0,0,0,0,0,1,0,-1,-1,1,-2,-2,0,1,1,0,1
301684,NJ,1,1992,0,0,0,1,0,0,0,2010,3.29,1,-2,-2,0,1,1,0,0
293205,NJ,1,1978,0,0,0,0,0,1,0,-1,-1,2,66,65,2,0,0,0,0
303305,NJ,2,1987,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,83,66,2,0,0,0,0
268879,NJ,2,1990,1,0,0,0,0,0,0,-1,-1,2,90,69,2,0,0,0,0
298895,NJ,2,1993,0,0,1,0,0,0,0,2011,2.99,1,-2,-2,0,0,1,0,0
299243,NJ,2,1993,0,0,0,1,0,0,0,2011,-1,1,-2,-2,0,1,1,0,0
301078,NJ,2,1979,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,82,57,0,0,0,0,0
301377,NJ,2,1960,0,0,0,0,0,1,0,-1,-1,2,0,0,0,0,0,0,0
300367,NJ,1,1985,0,0,0,0,0,1,0,-1,-1,2,0,0,0,0,0,0,0
301653,NJ,2,1991,1,0,0,0,0,0,0,-1,-1,2,0,0,2,0,0,0,0
299272,NJ,2,1993,1,0,0,0,0,0,0,2011,-1,1,-2,-2,0,1,1,0,1
297218,NJ,2,1993,1,0,0,0,0,0,0,-1,3.5,1,-2,-2,0,0,1,0,0
299086,NJ,1,1993,0,0,1,0,0,0,0,-1,2.8,1,-2,-2,0,1,1,0,0
299972,NJ,2,1993,0,0,0,1,0,0,0,2011,2.6,1,-2,-2,0,1,1,0,0
303358,NJ,1,1991,0,0,0,0,0,1,0,-1,-1,2,68,63,2,0,0,0,0
297892,NJ,2,1990,1,0,0,0,0,0,0,-1,-1,2,12,62,0,0,0,0,0
301309,NJ,2,1993,1,0,0,0,0,0,0,-1,-1,1,-2,-2,0,1,1,0,1
296633,NJ,2,1986,0,0,0,1,0,0,0,-1,-1,2,75.5,66,2,0,0,0,0
302533,NJ,2,1993,0,0,0,1,0,0,0,2011,1.5,1,-2,-2,0,1,1,0,0
300002,NJ,2,1993,1,0,0,0,0,0,0,2011,2.61,1,-2,-2,0,1,0,0,1
294406,NJ,1,1993,0,0,0,1,0,0,0,2011,-1,1,-2,-2,0,1,1,0,0
303601,NJ,2,1977,0,0,0,0,0,1,0,-1,-1,2,63,63,2,0,0,0,0
302183,NJ,2,1974,1,0,0,0,0,0,0,-1,-1,2,65,65,2,0,0,0,0
270506,NJ,1,1990,1,0,0,0,0,0,0,-1,-1,2,52,66,0,0,0,0,0
298325,NJ,2,1993,1,0,0,0,0,0,0,2011,3,1,-2,-2,0,1,1,0,0
298033,NJ,2,1991,0,0,0,0,0,1,0,2011,-1,1,-2,-2,0,1,0,0,1
293611,NJ,1,1958,0,0,0,1,0,0,0,-1,-1,2,65,54,0,0,0,0,0
304263,NJ,2,1989,0,0,0,0,0,1,0,-1,-1,2,107,72,2,0,0,0,0
301326,NJ,1,1990,0,0,0,0,0,1,0,2010,3.29,1,-2,-2,0,1,1,0,0
281368,NJ,2,1990,1,0,0,0,0,0,0,-1,-1,2,55,44,0,0,0,1,0
304905,NJ,2,1993,0,0,0,1,0,0,0,-1,2.6,1,-2,-2,0,1,1,0,0
300290,NJ,2,1993,1,0,0,0,0,0,0,2010,2.4,1,-2,-2,0,1,1,0,0
299495,NJ,1,1993,-1,-1,-1,-1,-1,-1,-1,2010,-1,1,-2,-2,0,0,1,0,0
302116,GA,2,1958,1,0,0,0,0,0,0,-1,-1,2,120,66,0,0,0,0,0
302551,NJ,2,1971,0,0,1,0,0,0,0,-1,-1,2,56,66,0,0,0,0,0
299115,NJ,1,1989,0,0,0,0,0,1,0,-1,-1,2,61,64,2,0,0,0,0
302819,NJ,2,1985,0,0,0,1,0,0,0,-1,-1,2,65,65,2,0,0,0,0
304823,NJ,1,1986,0,0,1,0,0,0,0,-1,-1,2,140,70,2,0,0,0,0
305310,NJ,2,1984,0,0,0,1,0,0,0,-1,-1,2,68,53,0,0,0,1,0
294719,NJ,2,1985,1,0,0,0,0,0,0,-1,-1,2,83,70,0,0,0,0,0
302717,NJ,2,1992,0,0,0,1,0,0,0,-1,-1,2,24,12,0,0,0,0,0
305260,NJ,2,1985,0,0,0,0,0,1,0,-1,-1,2,0,0,2,0,0,0,0
304298,NJ,2,1992,0,0,0,1,0,0,0,-1,-1,2,22,22,0,0,0,1,0
72295,NJ,2,1986,1,0,0,0,0,0,0,-1,-1,2,11,18,0,0,0,0,0
300240,NJ,1,1993,0,0,0,1,0,0,0,2011,2.5,1,-2,-2,0,1,1,0,0
301382,NJ,2,1967,1,0,0,0,0,0,0,-1,-1,2,93,83,2,0,0,0,0
258799,NJ,2,1989,0,0,0,1,0,0,0,-1,-1,2,51,43,0,0,0,0,0
299293,NJ,1,1991,1,0,0,0,0,0,0,2011,2,1,-2,-2,0,1,1,0,1
304560,NY,2,1990,0,0,0,0,0,1,0,-1,-1,2,48,40,0,0,0,0,0
300275,NJ,1,1993,1,0,0,0,0,0,0,2011,3.5,1,-2,-2,0,0,1,0,0
298966,NJ,2,1993,0,0,0,0,0,0,1,-1,3,1,-2,-2,0,1,1,0,0
303622,NY,1,1978,1,0,0,0,0,0,0,1997,-1,1,-2,-2,0,1,1,0,0
294160,NJ,2,1990,1,0,0,0,0,0,0,-1,-1,2,76,66,2,0,0,0,0
298782,NJ,1,1993,0,0,1,0,0,0,0,2011,3.6,1,-2,-2,0,1,0,0,0
94804,NJ,2,1978,0,0,0,0,0,0,0,-1,-1,2,0,0,2,0,0,0,0
299583,NJ,2,1993,1,0,0,0,0,0,0,2011,2.79,1,-2,-2,0,1,1,0,0
304216,NJ,2,1992,0,0,0,1,0,0,0,-1,-1,2,31,20,0,0,0,0,0
302707,NJ,2,1955,0,0,0,1,0,0,0,-1,-1,2,100,60,0,0,0,0,0
297627,NJ,1,1987,1,0,0,0,0,0,0,-1,-1,2,11,8,0,0,0,0,0
300203,NJ,1,1987,1,0,0,0,0,0,0,2006,-1,1,-2,-2,0,1,1,0,0
301857,NJ,2,1993,1,0,0,0,0,0,0,2011,2.2,1,-2,-2,0,1,1,0,0
300303,NJ,2,1954,0,0,0,0,0,1,0,-1,-1,2,78,74,2,0,0,0,0
297839,NJ,2,1967,1,0,0,0,0,0,0,-1,-1,2,43,40,0,0,0,0,0
37630,NJ,2,1974,0,0,0,1,0,0,0,-1,-1,2,136,70,0,0,0,0,0
84534,NJ,2,1982,1,0,0,0,0,0,0,-1,-1,2,66,66,2,0,0,0,0
303227,NJ,1,1981,0,0,0,0,0,1,0,-1,-1,2,105,66,0,0,0,0,0
295130,NJ,2,1993,0,0,1,0,0,0,0,2011,3.7,1,-2,-2,0,0,1,0,0
295794,NJ,2,1980,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,68,66,2,0,0,0,0
294755,NJ,1,1990,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,62,62,2,0,0,0,0
303703,NJ,2,1978,0,0,0,0,0,1,0,-1,-1,2,116,72,2,0,0,0,0
279885,NJ,2,1991,0,0,1,0,0,0,0,-1,-1,2,64,64,2,0,0,0,0
259621,NJ,2,1989,1,0,0,0,0,0,0,2007,3.1,1,-2,-2,0,1,1,0,0
301106,NJ,2,1992,0,0,0,1,0,0,0,2010,2.62,1,-2,-2,0,1,1,0,0
301023,NJ,2,1989,1,0,0,0,0,0,0,-1,-1,2,73,66,0,0,0,0,0
299655,NJ,2,1993,1,0,0,0,0,0,0,2011,3.07,1,-2,-2,0,1,1,0,0
302132,NJ,2,1993,0,0,0,1,0,0,0,2010,2.97,1,-2,-2,0,1,1,0,0
301080,NJ,2,1950,0,0,0,1,0,0,0,-1,-1,2,45,45,0,0,0,0,0
276262,NJ,2,1989,0,0,1,0,0,0,0,-1,-1,2,82,66,0,0,0,0,0
305161,NY,2,1962,0,0,0,1,0,0,0,-1,-1,2,122,96,3,0,0,0,0
298900,NJ,2,1992,1,0,0,0,0,0,0,2011,-1,1,-2,-2,0,1,1,0,1
304723,NJ,2,1987,0,0,0,1,0,0,0,-1,-1,2,139,65,0,0,0,0,0
305247,NJ,2,1991,0,0,0,1,0,0,0,-1,-1,2,35,20,0,0,0,0,0
304000,NJ,1,1971,1,0,0,0,0,0,0,1989,0.9,1,-2,-2,0,1,0,0,0
303722,NJ,2,1986,1,0,0,0,0,0,0,-1,-1,2,0,0,0,0,0,0,0
300370,NJ,2,1964,0,0,1,0,0,0,0,-1,-1,2,0,0,0,0,0,0,0
303211,NJ,1,1990,0,0,0,1,0,0,0,-1,-1,2,81,69,0,0,0,0,0
301762,NJ,1,1964,0,0,0,0,0,0,0,-1,-1,2,144,96,2,0,0,0,0
301601,NJ,1,1978,0,0,0,0,0,1,0,-1,-1,2,0,0,0,0,0,0,0
295326,NJ,1,1979,0,0,0,1,0,0,0,-1,-1,2,0,0,0,0,0,0,0
235992,NJ,2,1986,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,106,72,0,0,0,0,0
303503,NJ,2,1983,0,0,0,0,0,1,0,-1,-1,2,0,0,0,0,0,0,0
301928,NJ,2,1975,0,0,0,1,0,0,0,-1,-1,2,0,0,0,0,0,0,0
282295,NJ,1,1974,0,0,0,0,0,1,0,-1,2.43,1,-2,-2,0,-1,-1,0,0
299240,NJ,1,1992,0,0,0,1,0,0,0,2011,2.3,1,-2,-2,0,0,1,0,0
303921,NJ,1,1980,0,0,0,1,0,0,0,1998,-1,1,-2,-2,0,1,1,0,0
302346,NJ,1,1983,1,0,0,0,0,0,0,-1,-1,2,75,66,0,0,0,0,0
305044,NJ,2,1986,1,0,0,0,0,0,0,-1,-1,1,-2,-2,0,1,1,0,0
305226,NJ,1,1986,1,0,0,0,0,0,0,-1,-1,2,14,11,0,0,0,0,1
296050,NJ,2,1991,1,0,0,0,0,0,0,-1,-1,2,63,25,0,0,0,1,0
294698,NJ,1,1992,1,0,0,0,0,0,0,-1,3.3,1,-2,-2,0,1,1,0,1
298959,NJ,2,1992,0,0,0,0,0,0,1,2011,3.78,1,-2,-2,0,1,0,0,1
296175,MN,1,1979,0,0,0,1,0,0,0,-1,-1,2,69,62,0,0,0,0,0
286282,NY,1,1988,0,0,1,0,0,0,0,-1,-1,1,-2,-2,0,-1,-1,0,0
93195,NJ,1,1953,0,0,0,0,0,1,0,-1,-1,1,-2,-2,0,-1,-1,0,0
302191,NJ,1,1984,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,77,66,2,0,0,0,0
299072,NJ,1,1975,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,87,0,0,0,0,0
304578,NJ,1,1992,0,0,0,0,0,1,0,-1,-1,2,21,18,0,0,0,0,1
301493,NJ,2,1992,1,0,0,0,0,0,0,-1,-1,2,21,21,0,0,0,0,0
305255,NY,1,1992,0,0,0,0,0,1,0,-1,-1,2,22,18,0,0,0,1,0
299798,NJ,2,1992,0,0,0,1,0,0,0,2011,2.6,1,-2,-2,0,1,1,0,0
301764,NJ,2,1989,0,0,0,1,0,0,0,2009,3.6,1,-2,-2,0,1,1,0,1
302827,NJ,2,1984,0,0,0,1,0,0,0,-1,-1,2,17,17,0,1,0,0,0
292383,PA,2,1992,1,0,0,0,0,0,0,2010,2.9,1,-2,-2,0,1,1,0,0
250478,NJ,2,1988,1,0,0,0,0,0,0,-1,-1,2,132,85,0,0,0,0,0
257718,NJ,2,1989,0,0,0,1,0,0,0,-1,-1,2,64,54,2,1,0,0,0
301582,NJ,2,1983,0,0,0,0,0,1,0,-1,-1,2,0,0,0,0,0,0,0
301583,NJ,2,1981,0,0,0,0,0,1,0,-1,-1,2,0,0,0,0,0,0,0
303915,NJ,2,1990,1,0,0,0,0,0,0,-1,-1,2,45,39,0,0,0,1,0
304440,NJ,2,1969,0,0,0,1,0,0,0,-1,-1,2,-1,66,2,0,0,0,0
302131,NJ,1,1993,1,0,0,0,0,0,0,2011,2.3,1,-2,-2,0,0,1,1,0
299554,NY,1,1993,0,0,0,0,0,1,0,2011,3.6,1,-2,-2,0,0,0,0,0
303035,NJ,2,1980,0,0,0,1,0,0,0,-1,-1,2,73,90,0,0,0,0,0
302202,NJ,1,1957,0,0,0,1,0,0,0,-1,-1,1,-2,-2,0,1,1,0,0
303596,NJ,1,1986,1,0,0,0,0,0,0,-1,-1,2,55,55,0,0,0,0,0
302946,NJ,2,1988,1,0,0,0,0,0,0,-1,-1,2,65,65,0,0,0,0,0
302354,NJ,1,1992,-1,-1,-1,-1,-1,-1,-1,2011,3.01,1,-2,-2,0,1,1,0,0
26660,NJ,1,1992,0,0,1,0,0,0,0,2011,-1,1,-2,-2,0,0,0,0,1
301797,NJ,1,1982,0,0,0,0,0,1,0,-1,-1,2,0,0,0,0,0,0,0
302770,NJ,2,1991,1,0,0,0,0,0,0,-1,-1,2,39,16,0,0,0,1,0
305204,NJ,1,1992,1,0,0,0,0,0,0,-1,-1,2,30,26,0,0,0,0,0
304797,NJ,1,1977,0,0,0,0,0,1,0,-1,-1,2,0,0,2,0,0,0,0
302629,NJ,1,1981,0,0,1,0,0,0,0,-1,-1,2,76,66,0,0,0,0,0
297251,NJ,2,1993,1,0,0,0,0,0,0,2011,3.11,1,-2,-2,0,1,1,0,0
304738,NJ,1,1991,1,0,0,0,0,0,0,-1,-1,2,61,61,0,0,0,0,0
296844,NJ,2,1993,1,0,0,0,0,0,0,2011,-1,1,-2,-2,0,1,1,0,1
301395,NJ,2,1977,1,0,0,0,0,0,0,-1,-1,2,23,23,0,0,0,0,0
304257,NJ,1,1991,1,0,0,0,0,0,0,-1,-1,2,25,16,0,0,0,1,1
260331,NJ,2,1988,1,0,0,0,0,0,0,-1,-1,2,13.5,6,0,0,0,1,0
302976,NJ,2,1977,0,0,1,0,0,0,0,-1,-1,2,94,66,0,0,0,0,0
252871,NJ,2,1988,0,0,0,1,0,0,0,-1,-1,2,19,19,0,0,0,0,0
303232,NJ,1,1992,1,0,0,0,0,0,0,2011,2.83,1,-2,-2,0,1,1,0,0
301131,NJ,2,1992,0,0,1,0,0,0,0,-1,-1,1,-2,-2,0,0,1,0,0
301130,NJ,2,1990,0,0,1,0,0,0,0,-1,-1,1,-2,-2,0,0,1,0,1
301634,NJ,2,1986,1,0,0,0,0,0,0,-1,-1,2,66,66,2,0,0,0,0
277702,NJ,2,1976,1,0,0,0,0,0,0,-1,-1,2,72,39,0,0,0,0,0
277196,NJ,2,1979,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0
298452,NJ,1,1989,1,0,0,0,0,0,0,-1,-1,2,68,53,0,0,0,0,0
303895,NJ,1,1980,0,0,0,0,0,1,0,-1,-1,2,0,0,0,0,0,0,0
298696,NJ,2,1993,0,0,0,1,0,0,0,2011,-1,1,-2,-2,0,0,1,1,0
301346,NJ,1,1988,0,0,0,0,0,1,0,-1,-1,2,63,57,2,0,0,0,0
305180,NJ,2,1980,0,0,0,1,0,0,0,-1,-1,2,0,0,2,0,0,0,0
297513,NJ,1,1993,-1,-1,-1,-1,-1,-1,-1,2011,3.12,1,-2,-2,0,1,1,0,0
298509,NJ,2,1977,0,0,0,0,0,1,0,-1,-1,2,-1,96,2,0,0,0,0
300416,NJ,2,1993,1,0,0,0,0,0,0,2011,2.6,1,-2,-2,0,1,1,0,0
300425,NJ,2,1987,0,0,0,1,0,0,0,-1,-1,2,0,0,2,0,0,0,0
298934,NJ,1,1993,0,0,0,1,0,0,0,2011,-1,1,-2,-2,0,1,1,0,0
304610,IL,2,1984,0,0,1,0,0,0,0,-1,-1,2,119,96,0,0,0,0,1
304937,NJ,2,1958,0,0,0,0,0,1,0,-1,-1,2,95,58,0,0,0,0,0
281963,NJ,1,1971,0,0,0,0,0,1,0,-1,-1,2,89,67,2,0,0,1,0
297198,NJ,2,1975,1,0,0,0,0,0,0,-1,-1,2,68,66,2,0,0,0,0
39414,NJ,1,1983,0,0,0,1,0,0,0,-1,-1,2,106,81,0,0,0,0,0
305183,NJ,2,1970,0,0,0,0,0,1,0,-1,-1,2,100,74,0,0,0,0,0
295509,NJ,2,1984,0,0,0,1,0,0,0,-1,-1,2,-1,72,2,0,0,0,0
291040,NJ,2,1984,1,0,0,0,0,0,0,-1,-1,2,78,66,2,0,0,0,0
304223,NJ,1,1984,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,61,61,2,0,0,0,0
303236,NJ,2,1981,0,0,0,1,0,0,0,-1,-1,2,0,0,0,0,0,0,0
297957,NJ,2,1986,0,0,0,1,0,0,0,-1,-1,2,76,71,0,0,0,0,0
302040,NJ,2,1982,0,0,0,1,0,0,0,-1,-1,2,54,54,0,0,0,0,0
234532,NJ,2,1987,1,0,0,0,0,0,0,-1,-1,2,68,66,2,0,0,0,0
303486,NJ,2,1978,1,0,0,0,0,0,0,-1,-1,2,66,66,2,0,0,0,0
304316,NJ,1,1988,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,61,58,0,0,0,0,0
302808,NJ,2,1988,1,0,0,0,0,0,0,-1,-1,2,73,66,0,0,0,0,0
304266,NJ,1,1988,1,0,0,0,0,0,0,-1,-1,2,96,66,2,0,0,0,0
292741,NJ,1,1989,0,0,0,0,0,1,0,-1,-1,2,70,66,2,0,0,0,0
296902,NJ,2,1989,0,0,0,1,0,0,0,-1,-1,2,86,66,0,0,0,0,0
302171,NJ,1,1984,0,0,0,0,0,0,1,2003,2.41,1,-2,-2,0,1,1,0,0
303077,NJ,1,1989,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,71,66,2,0,0,0,0
273529,NJ,1,1990,1,0,0,0,0,0,0,-1,-1,2,54,45,0,0,0,0,0
288584,NJ,2,1990,1,0,0,0,0,0,0,2009,-1,1,-2,-2,0,1,1,0,0
301468,NJ,1,1980,1,0,0,0,0,0,0,-1,-1,2,70,66,2,0,0,0,0
301767,NJ,1,1990,0,0,0,0,0,1,0,-1,-1,2,80,67,0,0,0,0,0
300422,NJ,1,1990,0,0,0,0,0,1,0,-1,-1,2,57,66,2,0,0,0,0
268001,NJ,1,1990,1,0,0,0,0,0,0,-1,-1,2,0,0,0,0,0,0,0
304663,NJ,1,1991,1,0,0,0,0,0,0,-1,-1,2,13,10,0,1,0,0,0
260813,NJ,2,1988,1,0,0,0,0,0,0,-1,-1,2,57,66,0,0,0,0,0
304849,NJ,1,1980,0,0,1,0,0,0,0,-1,-1,1,-2,-2,0,-1,-1,0,0
278532,NJ,2,1991,1,0,0,0,0,0,0,-1,-1,2,38,18,0,0,0,1,0
283573,NJ,2,1992,0,0,0,1,0,0,0,2010,-1,2,22,10,0,0,0,1,0
299299,NJ,1,1992,-1,-1,-1,-1,-1,-1,-1,2010,-1,1,-2,-2,0,1,1,0,1
302704,NJ,1,1992,1,0,0,0,0,0,0,2011,2.49,1,-2,-2,0,1,1,0,0
302077,NJ,1,1992,0,0,1,0,0,0,0,-1,-1,2,19,19,0,0,0,0,0
303071,NJ,2,1992,1,0,0,0,0,0,0,-1,-1,2,39,39,0,0,0,0,0
298214,NJ,1,1992,0,0,0,1,0,0,0,-1,2.8,1,-2,-2,0,1,1,0,0
302900,NJ,1,1992,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,44.1,42,0,0,0,0,1
298985,NJ,1,1992,1,0,0,0,0,0,0,2011,3.3,1,-2,-2,0,1,1,0,0
300865,NJ,2,1992,0,0,0,0,0,1,0,2010,3.21,1,-2,-2,0,1,1,0,0
289804,NJ,2,1992,0,0,0,0,0,1,0,2010,2.37,1,-2,-2,0,1,0,0,1
300030,NJ,1,1992,0,0,0,1,0,0,0,2011,2.9,1,-2,-2,0,1,0,0,0
300664,NJ,2,1992,0,0,0,1,0,0,0,-1,-1,1,-2,-2,0,1,1,0,1
298148,NJ,1,1993,0,0,0,1,0,0,0,2011,2.8,1,-2,-2,0,1,1,0,0
300597,NJ,2,1993,1,0,0,0,0,0,0,2011,3,1,-2,-2,0,1,1,0,0
