StudentID,Term,AcademicYear,LatestYear,CompleteDevMath,CompleteDevEnglish,Major1,Complete1,CompleteCIP1,TermGPA,CumGPA
35433,3,2013,14,-2,-2,11.0101,0,-2,2.35,2.99
35803,6,2015,16,-1,-1,45.1101,0,-2,3.85,3.44
36082,6,2016,17,-2,-2,42.0101,0,-2,3.7,3.14
36438,3,2016,17,-2,-2,26.0101,0,-2,2,2.25
36461,3,2016,17,-1,-1,52.0301,0,-2,4,4
36945,3,2011,12,-1,-1,0,0,-2,4,4
37218,6,2016,17,-2,-2,52.0301,8,52,3.3,3.13
37491,3,2016,17,-1,-1,52.0301,0,-2,1.92,1.91
37630,3,2012,13,-2,-2,42.0101,7,42,3.93,3.75
37639,3,2012,13,-2,-2,51.3801,0,-2,3.22,3.3
38319,1,2013,14,-2,-2,52.0801,8,52,3.46,3.32
39414,1,2012,13,-2,-2,52.0201,0,-2,1.2,2.06
39588,1,2015,16,-2,-2,27.0101,0,-2,2.2,2.93
40825,1,2016,17,-2,-2,42.0101,7,42,3.72,3.48
40904,3,2013,14,-2,-2,26.0101,0,-2,0,0
41744,3,2014,15,-2,-2,52.1401,8,52,4,3.89
42168,3,2016,17,-1,-1,52.0301,0,-2,3.85,3.85
42888,3,2013,14,-2,-2,42.0101,7,42,1.83,2.79
43071,1,2016,17,-2,-2,51.3801,0,-2,0,3.01
43279,3,2016,17,-2,-2,13.1209,0,-2,3.35,3.6
43344,1,2013,14,-2,-2,52.0301,0,-2,0,0
43419,3,2016,17,-2,-2,52.0301,8,52,3.93,3.71
43422,1,2015,16,-2,-2,54.0101,7,54,3.58,3.27
43477,3,2016,17,-2,-2,42.0101,0,-2,0,1
43533,3,2012,13,-2,-2,43.0203,0,-2,2.67,2.66
43686,3,2015,16,0,-2,27.0101,0,-2,3.1,2.92
43733,1,2016,17,0,0,43.0399,0,-2,2.14,2.69
43777,3,2016,17,-2,-2,45.1101,0,-2,1.85,3.18
43882,3,2013,14,0,0,52.0801,8,52,2.76,3.15
44104,3,2013,14,-2,-2,43.0199,8,43,3.94,3.61
44318,3,2016,17,-2,-2,42.0101,0,-2,3.75,3.12
44372,6,2013,14,-2,-2,43.0199,0,-2,4,3.75
44496,6,2016,17,0,0,27.0101,0,-2,3,2.72
44549,3,2014,15,-2,-2,26.0101,8,26,3.87,3.48
44757,6,2016,17,-2,-2,13.1001,0,-2,4,2.57
45090,6,2014,15,-2,-2,9.0101,7,9,4,3.37
51316,3,2012,13,-2,-2,51.3801,8,51,3.14,3.3
52169,3,2014,15,-2,-2,45.1001,7,45,3.64,3.4
52248,3,2016,17,-2,-2,52.0201,8,52,3.3,2.77
55512,1,2016,17,-2,-2,43.0199,8,43,3.68,2.91
63106,3,2011,12,0,0,0,0,-2,1.5,1.25
63303,3,2015,16,0,0,42.0101,7,42,3.8,3.64
63322,3,2014,15,0,0,52.0201,0,-2,2.65,2.42
63345,1,2012,13,-2,-2,51.3801,8,51,3.66,3.23
63766,6,2016,17,-2,-2,16.0905,0,-2,3.3,3.02
63857,3,2016,17,-1,-1,26.0101,0,-2,2.48,2.47
63908,1,2015,16,-2,-2,26.0101,0,-2,3.5,3.5
64083,3,2016,17,-2,-2,52.0301,0,-2,3.92,3.32
64122,3,2016,17,0,0,52.0201,0,-2,0.68,2.34
64199,6,2012,13,-2,-2,51.3899,8,51,4,3.84
64777,3,2016,17,0,0,45.1001,0,-2,3,3.44
64886,3,2012,13,-2,-2,51.3801,0,-2,0,3.7
65040,3,2012,13,0,1,43.0199,0,-2,0,0
65066,6,2013,14,-2,-2,51.3801,8,51,3.7,3.54
65424,1,2014,15,-2,-2,52.0201,8,52,3.6,3.35
65687,3,2014,15,-2,-2,42.0101,7,42,3.57,3.25
65929,1,2015,16,0,0,42.0101,0,-2,0,1.68
66302,3,2016,17,-1,-1,50.0901,0,-2,2.48,2.47
66350,3,2014,15,-2,-2,45.1101,7,45,2.77,3.15
66661,6,2014,15,-2,0,43.0199,8,43,4,3.15
66672,1,2012,13,0,0,43.0199,0,-2,1.83,2.46
66715,3,2013,14,-2,-2,43.0399,0,-2,2,1.91
66738,1,2013,14,-2,-2,13.1209,0,-2,0,0
66840,1,2014,15,-2,-2,45.1101,7,45,2.67,2.5
66888,3,2016,17,0,0,42.0101,0,-2,2.77,2.66
67148,1,2013,14,-2,-2,13.1001,0,-2,0.33,0.68
67171,3,2016,17,-2,-2,50.0701,0,-2,1.25,2.28
67316,1,2012,13,-2,-2,0,0,-2,4,4
67421,6,2016,17,-2,-2,52.0201,0,-2,4,3.98
67940,3,2013,14,-2,-2,43.0399,8,43,3.6,3.44
68466,3,2016,17,0,0,42.0101,0,-2,3.93,3.59
68658,3,2013,14,0,-2,13.1202,0,-2,3.93,3.4
68759,1,2015,16,-2,-2,45.1101,0,-2,1.65,1.87
68773,1,2016,17,0,0,24.0102,0,-2,0,1.76
68809,3,2015,16,-2,-2,52.0201,8,52,3.33,3.1
68832,1,2015,16,-2,-2,43.0199,8,43,2.9,3.24
68890,1,2013,14,-2,-2,52.0301,0,-2,0,1.89
69034,3,2015,16,-2,-2,52.0201,0,-2,2.25,1.56
69126,3,2016,17,-2,-2,9.0101,0,-2,3.18,2.71
69563,6,2016,17,-1,-1,51.3801,0,-2,4,3.66
70093,1,2012,13,-2,-2,43.0199,0,-2,0,2.38
70235,1,2012,13,-2,-2,13.1202,0,-2,0,0.25
70526,3,2016,17,-2,-2,23.0101,0,-2,4,2.06
70741,3,2013,14,0,0,0,0,-2,3.35,2.87
70833,6,2016,17,-2,-2,51.3801,8,51,3.28,3.07
71251,3,2014,15,-2,-2,51.3899,8,51,3.67,3.55
71631,3,2015,16,-2,-2,51.3801,0,-2,4,3.65
71642,3,2014,15,1,0,0,0,-2,3.3,3.1
72124,3,2012,13,-2,-2,9.0101,0,-2,0,1.05
72172,3,2012,13,-2,-2,13.1202,0,-2,2.7,2.7
72295,1,2012,13,-2,-2,13.1202,0,-2,3.15,3.3
72398,1,2016,17,-1,-1,-1,0,-2,3.7,3.8
72415,3,2016,17,0,0,45.1101,0,-2,2.67,2.87
72528,6,2016,17,-2,-2,45.1101,0,-2,3.7,2.9
72612,1,2016,17,0,0,50.0701,0,-2,3.85,3.85
72911,3,2016,17,-2,-2,52.0301,0,-2,2,1.81
73098,1,2013,14,0,0,51.3801,0,-2,3.47,3.46
73122,1,2014,15,0,0,43.0203,0,-2,3.58,3.32
73356,3,2012,13,-2,-2,52.0201,0,-2,0.33,1.65
73640,3,2016,17,-1,-1,52.0301,0,-2,3.33,3.33
73979,6,2016,17,0,-2,43.0203,0,-2,0,3.78
73981,3,2016,17,0,0,43.0199,0,-2,2.5,2.86
74037,1,2015,16,-2,-2,45.1101,7,45,3,2.81
74206,3,2016,17,-2,-2,51.3801,0,-2,2.7,2.83
74330,1,2016,17,-2,-2,52.0201,0,-2,3.5,3.5
74496,1,2011,12,0,1,0,0,-2,0,0
74574,3,2014,15,-2,-2,43.0203,0,-2,0.25,0.5
74582,1,2016,17,-2,-2,52.0301,0,-2,2.15,2.73
74676,3,2016,17,-2,-2,45.1101,0,-2,3.32,3.64
74741,3,2014,15,-2,-2,13.1209,0,-2,2.49,2.48
74804,3,2016,17,-1,-1,45.1101,0,-2,2.7,2.7
75173,1,2014,15,-2,-2,52.0201,8,52,4,3.9
75254,6,2015,16,-2,-2,51.3899,8,51,3.64,3.43
75280,3,2013,14,0,0,0,0,-2,0.85,1.23
75384,3,2016,17,-2,-2,45.1101,7,45,3.35,3.13
75962,3,2012,13,-2,-2,45.1101,7,45,2.85,3.04
76299,1,2014,15,-1,-1,-1,0,-2,4,4
76515,3,2016,17,-2,-2,42.0101,7,42,4,3.57
76617,3,2014,15,-2,-2,51.3801,8,51,2,3.26
76745,3,2016,17,-2,-2,52.0801,0,-2,2.65,2.95
76749,3,2015,16,0,0,52.0201,8,52,4,2.91
77162,1,2011,12,-1,-1,0,0,-2,2.7,2.7
77379,1,2012,13,-2,-2,52.0201,0,-2,0,0
77389,3,2016,17,-1,-1,26.0101,0,-2,3.3,3.3
77779,3,2016,17,0,0,26.0101,7,26,3,3.18
77852,3,2013,14,-2,-2,43.0399,8,43,3.77,3.87
77893,1,2016,17,-2,-2,52.0301,0,-2,2.85,1.6
78000,3,2013,14,0,0,0,0,-2,0,2.4
78264,3,2016,17,-2,-2,13.1209,0,-2,0,1.66
78416,6,2013,14,-2,-2,51.3899,8,51,4,3.63
78472,6,2016,17,-2,-2,52.0301,0,-2,4,2.8
78476,3,2013,14,-2,-2,43.0399,0,-2,2,2.65
78607,6,2013,14,-2,-2,51.3801,8,51,4,3.77
79268,3,2014,15,0,-2,13.1001,0,-2,0,0.95
79658,3,2016,17,-1,-1,42.0101,0,-2,0,0
79832,3,2015,16,-2,-2,51.3801,8,51,3,3.17
79897,1,2016,17,-2,-2,52.0201,0,-2,0,2
80254,3,2011,12,0,-2,0,0,-2,0.38,0.7
80454,6,2014,15,-2,-2,51.3801,8,51,4,3.92
81530,3,2016,17,-1,-1,45.1101,0,-2,3.4,3.4
81733,6,2015,16,-2,-2,43.0199,8,43,2.7,3.22
81990,3,2016,17,-2,-2,45.1101,7,45,3.75,3.87
82094,6,2016,17,-2,-2,51.3801,8,51,3.3,3.69
82180,3,2015,16,-2,-2,23.0101,0,-2,2.85,3.06
82498,3,2013,14,-2,1,0,0,-2,0.42,1.03
82601,1,2013,14,-2,0,0,0,-2,1.18,1.79
82611,1,2015,16,-2,0,11.0101,8,11,2.03,2.59
82661,6,2013,14,-2,-2,51.3899,8,51,4,3.78
82707,6,2016,17,0,0,43.0399,0,-2,4,2.59
82719,1,2012,13,-2,-2,51.3801,0,-2,0,0
82810,6,2016,17,-2,-2,23.0101,0,-2,2,3.26
83813,6,2014,15,-2,-2,52.0801,8,52,4,3.28
84029,3,2014,15,-2,-2,43.0199,0,-2,0,0.83
84038,3,2016,17,0,-2,11.0101,0,-2,2.2,2.33
84076,1,2015,16,-2,-2,23.0101,7,23,4,3.65
84434,3,2015,16,-2,-2,26.0101,8,26,3.68,3.35
84495,6,2016,17,0,0,42.0101,0,-2,3.7,3.08
84534,3,2012,13,-2,-2,52.0201,8,52,3.75,3.63
84629,3,2013,14,0,1,16.0905,0,-2,1.37,1.37
84777,6,2012,13,-2,-2,43.0199,8,43,2.35,2.52
85008,1,2013,14,-2,-2,52.0201,0,-2,1.68,1.74
85185,3,2014,15,0,0,50.0701,7,50,4,3.8
85383,3,2014,15,-2,-2,27.0101,0,-2,4,3.97
85508,1,2015,16,-2,-2,42.0101,0,-2,0,0
85862,3,2016,17,-2,-2,45.1101,0,-2,1.83,2.61
85921,3,2016,17,-2,-2,54.0101,0,-2,4,3.87
86016,3,2014,15,1,0,43.0199,0,-2,1.75,2.17
86286,3,2016,17,-2,-2,52.0201,0,-2,2.68,2.84
86327,1,2015,16,-2,-2,23.0101,0,-2,0,2.15
86356,1,2013,14,-2,-2,45.1101,0,-2,0,0
86489,1,2011,12,1,1,0,0,-2,0,0
86606,3,2016,17,-2,-2,26.0101,7,26,3.06,2.35
86667,6,2016,17,-1,-1,26.0101,0,-2,3,1.06
86687,1,2016,17,-2,-2,45.1101,0,-2,3.3,3.3
87750,1,2016,17,-2,-2,23.0101,0,-2,2.08,2.5
87767,6,2016,17,-2,-2,42.0101,0,-2,4,3.3
88234,3,2015,16,-2,-2,52.0801,8,52,3.28,2.71
88237,6,2016,17,-2,0,52.0201,0,-2,3.5,3.75
88283,1,2015,16,0,0,26.0101,0,-2,2,2.58
88404,3,2013,14,-2,-2,43.0199,8,43,2.73,2.85
88464,3,2016,17,-2,-2,43.0399,8,43,3.45,2.91
89146,1,2013,14,-2,-2,51,0,-2,3.53,3.41
89559,1,2014,15,-2,-2,51.3801,8,51,3.66,3.87
89707,6,2012,13,-2,-2,52.0201,0,-2,4,3.33
89912,3,2011,12,-2,-2,54.0101,0,-2,3.5,3.42
89977,3,2016,17,-2,-2,51.3801,0,-2,3.3,3.74
90004,3,2014,15,-2,-2,42.0101,7,42,3.31,3.25
90127,3,2014,15,-2,-2,45.1101,7,45,3.35,3.15
90177,1,2013,14,0,1,11.0101,0,-2,0,0
90356,3,2016,17,-2,-2,52.0801,0,-2,1.15,2.11
90481,3,2016,17,-2,-2,51.3801,0,-2,1.35,3.05
90509,3,2016,17,-2,-2,52.0201,0,-2,3.5,3.09
90757,3,2015,16,-2,-2,54.0101,7,54,3.6,3.14
90921,3,2014,15,-2,-2,9.0101,7,9,3.85,3.92
90940,6,2011,12,-2,-2,52.0201,0,-2,3.3,1.7
91108,1,2013,14,0,0,42.0101,0,-2,0,2.82
91158,6,2012,13,-2,-2,51.3899,8,51,3.9,3.91
91417,1,2015,16,-2,-2,51,8,51,4,3.86
91430,1,2014,15,-2,-2,52.0201,0,-2,1,1
91990,3,2013,14,-1,-1,0,0,-2,4,3.23
92333,6,2016,17,-2,-2,51.3801,0,-2,4,3.52
92847,6,2016,17,-2,-2,16.0905,0,-2,4,3.84
93036,6,2015,16,-2,-2,26.0101,0,-2,0,2.9
93195,1,2012,13,-1,-1,0,0,-2,3.3,3.03
93624,6,2016,17,-2,-2,42.0101,0,-2,3,3.17
93706,6,2014,15,-2,-2,43.0399,0,-2,4,4
94030,1,2013,14,-1,-1,0,0,-2,4,4
94104,1,2016,17,-2,-2,42.0101,0,-2,3.9,3.9
94180,6,2012,13,-2,-2,51.3801,8,51,4,3.97
94446,3,2014,15,-2,-2,51.3801,0,-2,3.7,3.85
94475,6,2013,14,-2,-2,51.3801,8,51,3.7,3.94
94504,6,2016,17,-1,-1,26.0101,0,-2,2,3.23
94603,3,2012,13,-2,-2,54.0101,7,54,3.72,3.39
94629,1,2013,14,-2,-2,42.0101,7,42,3.93,3.98
94757,3,2014,15,-2,-2,23.0101,7,23,3.35,3.26
94768,1,2014,15,-2,-2,42.0101,7,42,4,3.81
94804,3,2012,13,-2,-2,52.1401,8,52,3.67,3.25
94834,3,2016,17,0,0,11.0101,0,-2,2.25,1.96
95109,6,2016,17,-2,-2,51.3899,8,51,3.9,3.88
100034,6,2013,14,-2,-2,16.0905,7,16,3.3,2.75
100947,3,2014,15,-2,-2,51.0999,0,-2,3.38,3.37
100951,1,2014,15,-2,-2,13.1209,0,-2,0,1.28
101541,3,2015,16,-2,-2,43.0199,8,43,3.58,3.5
102239,3,2016,17,0,0,42.0101,0,-2,0.67,2.5
102573,6,2016,17,-2,-2,51.3801,0,-2,3.7,3.8
103021,6,2016,17,0,0,45.1101,0,-2,0,1.15
103022,3,2015,16,-2,-2,51,8,51,3.7,3.51
103194,1,2015,16,-2,-2,23.0101,7,23,3,2.82
103306,6,2013,14,-2,-2,-1,0,-2,3.3,3.3
104072,6,2012,13,-2,-2,51.3801,8,51,4,3.73
104377,3,2014,15,-2,-2,45.1101,7,45,3.5,2.71
105041,3,2011,12,-2,-2,52.0201,0,-2,0,2.35
105055,1,2016,17,-2,-2,52.0801,8,52,2.75,3.17
105566,1,2014,15,-2,-2,16.0905,7,16,3.95,3.61
105953,3,2015,16,-2,-2,51,8,51,3.85,2.52
106126,1,2015,16,-2,-2,42.0101,0,-2,0,0.23
106350,3,2016,17,-1,-1,13.1202,0,-2,1.35,1.35
106959,3,2011,12,0,1,0,0,-2,0.68,0.68
107081,3,2014,15,-2,-2,52.0201,8,52,4,3.23
107508,3,2016,17,-2,-2,50.0701,0,-2,3.33,3.37
107547,1,2013,14,-2,-2,42.0101,0,-2,3.3,3.3
107749,3,2014,15,-2,-2,43.0203,0,-2,2,3.57
107853,6,2014,15,-2,-2,52.0301,8,52,3,3.41
107859,3,2016,17,-2,-2,52.0301,0,-2,3.85,3.04
108871,3,2014,15,-2,-2,42.0101,0,-2,1,1
108910,3,2016,17,-2,-2,5.0207,0,-2,2,2.98
109555,3,2016,17,-2,-2,27.0101,0,-2,3.81,3.9
110104,1,2014,15,1,1,0,0,-2,0.6,1.5
110857,1,2012,13,-2,-2,51.3801,0,-2,0,0
122646,1,2012,13,-1,-1,51,0,-2,3.7,3.7
124121,3,2014,15,-2,-2,9.0101,7,9,4,3.62
124131,3,2016,17,0,0,43.0399,0,-2,3.58,2.71
124335,3,2016,17,0,0,26.0101,0,-2,3.48,2.63
124396,1,2015,16,-2,0,50.0901,0,-2,1.9,3.33
124404,1,2015,16,-2,-2,52.0801,0,-2,2.25,2.73
124473,3,2012,13,-2,-2,51.3801,0,-2,2.05,2.42
124550,3,2015,16,-2,-2,26.0101,0,-2,2,2.63
124858,6,2014,15,-2,-2,26.0101,7,26,2,2.66
124882,1,2016,17,0,-2,42.0101,0,-2,1.44,2.93
124916,3,2013,14,-2,-2,51.3801,8,51,3.7,3.33
125278,6,2013,14,-2,-2,51.3801,8,51,4,3.81
125543,3,2014,15,-2,-2,43.0199,0,-2,0.25,0.12
126039,3,2014,15,-2,-2,51.3899,0,-2,1.7,2.34
134390,3,2016,17,-2,-2,43.0199,8,43,3.53,3.35
137622,6,2016,17,-2,-2,51.3801,0,-2,3.7,3.32
142803,3,2012,13,-2,-2,52.0301,8,52,3.7,3.32
153266,3,2013,14,-2,-2,51.3801,8,51,4,3.41
195199,1,2015,16,-2,-2,52.0801,8,52,2.85,2.84
195259,1,2015,16,0,-2,51.3801,0,-2,3.1,3.1
195362,3,2011,12,0,0,0,0,-2,1.85,1.85
195466,3,2011,12,-2,-2,42.0101,0,-2,0,4
200290,3,2016,17,-2,-2,51,0,-2,2.65,2.86
200344,3,2016,17,-2,-2,52.0201,0,-2,1.23,2.23
200493,3,2016,17,-2,-2,52.0801,8,52,3.47,3.18
200627,3,2011,12,1,-2,23.0101,0,-2,2.8,1.73
200664,3,2013,14,-2,-2,45.1101,7,45,3.89,2.4
200815,6,2013,14,-2,-2,45.1101,0,-2,2.3,2.38
200891,3,2014,15,-2,-2,51,8,51,4,3.64
201122,3,2016,17,0,0,13.1209,0,-2,0,2.92
201125,3,2015,16,0,0,54.0101,7,54,3.64,3.35
201500,1,2016,17,-2,-2,42.0101,0,-2,2.33,2.73
201520,3,2016,17,-2,-2,54.0101,0,-2,3.23,3.15
201610,3,2012,13,-2,-2,16.0905,7,16,3.03,2.87
201741,3,2012,13,-2,-2,42.0101,0,-2,3,2.76
201872,3,2016,17,-2,-2,42.0101,0,-2,2.58,2.71
202068,3,2012,13,-2,-2,43.0199,8,43,2.72,2.97
202471,6,2012,13,-2,-2,50.0701,0,-2,3.35,3.62
202540,1,2011,12,-2,-2,52.0201,0,-2,1.66,1.66
202558,6,2013,14,-2,-2,42.0101,7,42,4,3.21
202626,1,2014,15,-2,-2,0,0,-2,0,0
202786,3,2015,16,-2,-2,16.0905,7,16,4,3.31
203209,1,2015,16,-2,0,51.3801,8,51,3.78,3.5
203218,3,2016,17,0,-2,42.0101,7,42,2.93,3.49
203416,3,2016,17,-2,-2,13.1209,0,-2,0,0.81
203782,3,2012,13,-2,-2,43.0399,8,43,3.95,3.86
204949,1,2016,17,-2,-2,43.0199,8,43,3.77,3.4
205000,3,2016,17,-2,-2,26.0101,0,-2,3.13,2.97
205025,1,2016,17,-2,-2,52.0201,8,52,2.25,2.61
205050,1,2015,16,-2,-2,26.0101,0,-2,4,3.28
205058,1,2014,15,-2,-2,52.0201,8,52,3.28,3.38
205066,3,2014,15,-2,-2,42.0101,7,42,4,3.63
205106,1,2013,14,0,0,0,0,-2,0,2.51
205131,3,2013,14,-2,-2,26.0101,0,-2,3,2.68
205292,1,2016,17,-2,-2,9.0101,0,-2,4,3.2
205336,3,2011,12,-2,0,0,0,-2,0,0.21
205641,1,2012,13,-2,-2,26.0101,0,-2,1.71,1.71
206089,3,2011,12,-1,-1,51,0,-2,4,4
206149,3,2016,17,-2,-2,11.0101,0,-2,2.57,3.34
206198,3,2013,14,0,1,43.0199,0,-2,0,0
206241,3,2012,13,-2,-2,51,0,-2,2.6,2.6
206381,3,2016,17,0,-2,43.0399,8,43,4,3.9
206463,3,2016,17,-2,-2,42.0101,0,-2,2.77,2.67
206557,3,2015,16,-2,-2,43.0199,0,-2,2.75,3.14
206570,1,2012,13,-2,-2,45.1101,0,-2,0,0
206589,1,2013,14,-2,-2,43.0399,8,43,3.9,3.67
206624,3,2013,14,-2,-2,50.0701,0,-2,4,4
206636,3,2012,13,-2,-2,26.0101,0,-2,0,1.52
206792,3,2014,15,-2,-2,51.0999,0,-2,1.7,2.68
206842,3,2016,17,-2,-2,42.0101,0,-2,2.82,2.48
206889,3,2012,13,-2,-2,52.0201,8,52,3.49,3.37
207022,3,2014,15,-2,-2,42.0101,7,42,4,3.88
234148,1,2011,12,-2,-2,13.1202,0,-2,4,4
234162,3,2015,16,-2,-2,45.1101,7,45,4,3.32
234232,3,2013,14,-2,-2,54.0101,7,54,3.4,3.42
234406,3,2014,15,-2,-2,38.0101,7,38,3.7,3.9
234532,1,2013,14,-2,-2,43.0199,8,43,3.54,2.83
234658,3,2016,17,-1,-1,51,0,-2,3,1.5
234814,1,2014,15,1,0,52.0301,0,-2,0,0
235052,3,2013,14,-2,-2,43.0203,0,-2,1,0.28
235203,3,2013,14,-2,-2,51,0,-2,0,1.34
235811,1,2015,16,-2,-2,52.0201,0,-2,0,0
235843,1,2015,16,-2,-2,51.3801,8,51,4,3.84
235992,6,2011,12,-2,-2,51.3801,0,-2,4,3.93
236147,1,2015,16,-2,-2,27.0101,0,-2,1.2,1.25
236410,3,2014,15,-2,-2,51.3801,0,-2,3,3.21
236660,1,2015,16,-2,-2,45.1101,7,45,2.66,2.67
236942,3,2014,15,-2,-2,42.0101,7,42,4,3.62
237146,6,2015,16,-2,-2,43.0199,8,43,4,3.78
237369,6,2016,17,-1,-1,26.0101,0,-2,3.7,2
237385,3,2013,14,-2,-2,52.0201,0,-2,3.3,3.33
237475,6,2012,13,-2,-2,43.0399,8,43,3.22,3.48
237837,3,2013,14,-2,-2,40.0501,8,40,4,3.93
237864,6,2011,12,-2,-2,51.1699,8,51,4,3.98
237917,3,2012,13,-2,-2,43.0199,8,43,3.58,3.46
238093,1,2014,15,-1,-1,0,0,-2,3.5,3.53
238229,3,2012,13,0,1,23.0101,0,-2,0,1.51
238764,3,2013,14,-2,-2,26.0101,0,-2,0,0
238854,3,2011,12,-2,-2,45.1101,0,-2,3.28,3.27
239016,6,2011,12,-2,-2,52.0201,0,-2,1.5,1.46
239379,6,2011,12,-2,-2,-1,0,-2,4,2
239474,3,2016,17,-2,-2,45.1101,7,45,2.33,2.2
239596,1,2013,14,-2,-2,0,0,-2,0,2.76
239686,3,2016,17,-2,-2,43.0203,8,43,3.65,3.3
239820,1,2014,15,-2,-2,27.0101,0,-2,4,3.57
240224,6,2016,17,-2,-2,51.3801,8,51,3.7,3.75
240516,1,2016,17,-2,-2,27.0101,0,-2,2.85,3.27
240670,3,2016,17,-2,-2,43.0199,0,-2,1.67,1.74
240804,6,2012,13,-2,-2,51.3899,8,51,3.57,3.27
240831,3,2014,15,-2,-2,9.0101,7,9,4,2.6
240847,3,2014,15,-2,-2,27.0101,0,-2,0,0
240919,3,2016,17,-2,-2,43.0199,0,-2,2.43,2.57
241161,6,2011,12,-2,-2,51.1699,8,51,3.72,3.49
241388,6,2016,17,-2,-2,52.1401,0,-2,2.7,2.71
241586,1,2013,14,-2,-2,0,0,-2,1.33,1.33
241866,1,2016,17,-2,-2,26.0101,0,-2,1.85,1.87
241886,3,2014,15,-2,-2,16.0905,0,-2,1.75,1.82
242035,6,2012,13,-2,-2,42.0101,7,42,3.7,3.64
242056,3,2016,17,-2,-2,52.0301,0,-2,3.5,3.68
242345,3,2016,17,-1,-1,27.0101,0,-2,4,4
242476,1,2012,13,-2,-2,0,0,-2,4,4
242553,3,2016,17,-2,-2,43.0399,0,-2,3.1,2.63
242757,3,2012,13,-2,-2,45.1101,0,-2,2.65,1.58
242871,1,2016,17,-2,-2,43.0199,8,43,3.85,3.86
242973,3,2016,17,0,-2,9.0101,7,9,3.7,3.57
242997,1,2015,16,0,0,11.0101,0,-2,3.11,3.49
242998,3,2012,13,-2,0,0,0,-2,3.64,3.64
243286,1,2016,17,-2,-2,42.0101,7,42,3.7,3.21
243304,3,2016,17,0,0,26.0101,0,-2,2.88,2.89
243396,6,2016,17,-2,-2,52.0301,0,-2,3.7,3.66
243497,3,2013,14,-2,-2,52.0201,8,52,3.5,3.52
